,C1,L1,P2,L2,1C1,1L1,1P2,1L2,2C1,2L1,2P2,2L2,3C1,3L1,3P2,3L2,MW,1MW,L12,1L12,2L12,3L12,L1M,L2M,GF,1GF,2GF
290,21800718.68,114563543.6,21800725.55,89270302.8,2220.289,11668.923,2220.692,9092.665,2.039000001,11.55199999,2.625999998,9.006000012,0.234999999,0.019999966,0.528999999,0.018000022,-4.608298056,0.151387092,25293240.8,2576.34,2.700000003,0.289999992,21800717.48,21800719.7,-2.218824223,0.01642869,0.028544053
291,21802941.88,114575224.1,21802948.22,89279404.52,2223.195,11680.557,2222.672,9101.719,2.905999999,11.63400002,1.980000004,9.05399999,0.866999999,0.082000032,-0.645999994,0.047999978,-4.920529932,-0.312231876,25295819.58,2578.78,2.439999998,-0.260000005,21802940.21,21802942.43,-2.226562839,-0.007738616,-0.024167307
292,21805166.67,114586916.2,21805173.22,89288515.21,2224.797,11692.06,2224.992,9110.685,1.601999998,11.50299999,2.319999997,8.966000006,-1.304000001,-0.131000027,0.339999992,-0.087999985,-4.823506303,0.097023629,25298400.99,2581.41,2.63000001,0.190000013,21805165.14,21805167.36,-2.217460454,0.009102385,0.016841002
293,21807393.38,114598619.7,21807400.38,89297634.81,2226.703,11703.486,2227.168,9119.606,1.906000003,11.42599998,2.176000003,8.920999989,0.304000005,-0.077000007,-0.143999994,-0.045000017,-4.586024348,0.237481955,25300984.89,2583.9,2.48999998,-0.14000003,21807392.24,21807394.46,-2.214923207,0.002537247,-0.006565139
294,21809623.29,114610335.1,21809629.98,89306763.69,2229.914,11715.404,2229.597,9128.88,3.210999999,11.91800003,2.428999998,9.274000019,1.304999996,0.492000043,0.252999995,0.35300003,-5.055003658,-0.46897931,25303571.41,2586.52,2.620000005,0.130000025,21809621.61,21809623.82,-2.214162033,0.000761174,-0.001776073
295,21811854.95,114622062,21811861.38,89315901.53,2231.664,11726.917,2231.403,9137.839,1.75,11.51299998,1.806000002,8.958999991,-1.460999999,-0.405000046,-0.622999996,-0.315000027,-5.039743781,0.015259877,25306160.47,2589.06,2.540000007,-0.079999998,21811853.16,21811855.37,-2.213147134,0.001014899,0.000253726
296,21814087.98,114633800.4,21814095.33,89325048.35,2233.024,11738.426,2233.949,9146.818,1.359999999,11.509,2.545999996,8.978999987,-0.390000001,-0.003999978,0.739999995,0.019999996,-4.693565167,0.346178614,25308752.05,2591.58,2.520000011,-0.019999996,21814086.9,21814089.12,-2.21676271,-0.003615577,-0.004630476
297,21816324.72,114645550.3,21816331.04,89334204.08,2236.742,11749.839,2235.707,9155.724,3.717999998,11.413,1.758000005,8.906000018,2.357999999,-0.096000001,-0.787999991,-0.072999969,-5.070865337,-0.37730017,25311346.22,2594.17,2.589999974,0.069999963,21816322.84,21816325.04,-2.207914062,0.008848649,0.012464225
298,21818562.53,114657311.6,21818568.86,89343368.77,2237.812,11761.375,2237.824,9164.695,1.07,11.536,2.116999999,8.970999986,-2.647999998,0.122999996,0.358999994,0.064999968,-4.778046619,0.292818718,25313942.83,2596.61,2.440000013,-0.149999961,21818560.94,21818563.16,-2.217841044,-0.009926982,-0.018775631
299,21820802.93,114669084.7,21820809.16,89352542.55,2240.399,11773.022,2240.293,9173.78,2.587000001,11.647,2.468999997,9.085000008,1.517000001,0.111000001,0.351999998,0.114000022,-4.724256292,0.053790327,25316542.15,2599.32,2.710000008,0.269999996,21820801.28,21820803.49,-2.202173531,0.015667513,0.025594495
300,21823045.46,114680869.1,21823051.78,89361725.23,2242.531,11784.447,2242.621,9182.68,2.131999999,11.425,2.328000002,8.900000006,-0.455000002,-0.222000003,-0.140999995,-0.185000002,-4.838243138,-0.113986846,25319143.87,2601.72,2.399999976,-0.310000032,21823043.78,21823045.99,-2.209658418,-0.007484887,-0.0231524
301,21825290.29,114692665.2,21825296.32,89370916.98,2244.828,11796.088,2244.543,9191.751,2.297000002,11.641,1.922000002,9.070999995,0.165000003,0.216000006,-0.405999999,0.170999989,-4.797602143,0.040640995,25321748.22,2604.35,2.630000025,0.230000049,21825288.5,21825290.71,-2.205693964,0.003964454,0.011449341
302,21827537.16,114704472.8,21827543.57,89380117.7,2246.875,11807.599,2247.25,9200.716,2.046999998,11.51100001,2.706999999,8.964999989,-0.250000004,-0.129999995,0.784999996,-0.106000006,-4.934226919,-0.136624776,25324355.1,2606.88,2.529999986,-0.100000039,21827535.42,21827537.62,-2.203917895,0.001776069,-0.002188385
303,21829786.06,114716291.9,21829792.7,89389327.41,2248.899,11819.159,2249.129,9209.717,2.024,11.55999999,1.879000001,9.001000017,-0.022999998,0.04899998,-0.827999998,0.036000028,-4.83984128,0.094385639,25326964.49,2609.39,2.51000002,-0.019999966,21829784.52,21829786.72,-2.209214393,-0.005296499,-0.007072568
304,21832037.2,114728122.7,21832043.88,89398546.2,2251.132,11830.772,2251.184,9218.789,2.232999999,11.61300001,2.055,9.071999982,0.208999999,0.053000018,0.175999999,0.070999965,-4.627762161,0.212079119,25329576.5,2612.01,2.619999975,0.109999955,21832035.84,21832038.05,-2.205503672,0.003710721,0.009007219
305,21834291.17,114739964.8,21834297.58,89407773.79,2253.977,11842.081,2253.695,9227.585,2.844999999,11.309,2.511,8.796000019,0.612,-0.304000005,0.456,-0.275999963,-5.041532129,-0.413769968,25332191.01,2614.51,2.5,-0.119999975,21834289.32,21834291.52,-2.200524323,0.00497935,0.001268629
306,21836546.53,114751818.3,21836553.22,89417010.26,2255.359,11853.496,2255.637,9236.474,1.382000003,11.41499999,1.941999998,8.888999984,-1.462999996,0.105999991,-0.569000002,0.092999965,-4.827459719,0.21407241,25334808.04,2617.03,2.520000011,0.020000011,21836544.96,21836547.16,-2.194783799,0.005740523,0.000761174
307,21838804.28,114763683.2,21838810.97,89426255.67,2257.75,11864.932,2257.754,9245.408,2.390999999,11.43600002,2.117000002,8.934000015,1.008999996,0.021000028,0.175000004,0.045000032,-4.783991598,0.043468121,25337427.53,2619.49,2.460000008,-0.060000002,21838802.78,21838804.98,-2.202934705,-0.008150905,-0.013891429
308,21841064.06,114775559.5,21841070.79,89435509.94,2259.782,11876.316,2259.82,9254.265,2.032000002,11.38399999,2.066,8.856999993,-0.358999997,-0.052000031,-0.051000003,-0.077000022,-4.576059528,0.20793207,25340049.56,2622.03,2.539999992,0.079999983,21841062.76,21841064.97,-2.205440238,-0.002505533,0.005645372
309,21843326.77,114787447.1,21843332.97,89444772.98,2262.71,11887.595,2262.18,9263.047,2.927999996,11.279,2.359999999,8.78199999,0.895999994,-0.104999989,0.294,-0.075000003,-4.947880596,-0.371821068,25342674.12,2624.56,2.529999986,-0.010000005,21843324.9,21843327.1,-2.199350841,0.006089397,0.00859493
310,21845590.89,114799346.2,21845597.24,89454044.98,2264.118,11899.06,2264.273,9271.996,1.408000004,11.465,2.092999998,8.949000016,-1.519999992,0.186000004,-0.267000001,0.167000026,-4.761121415,0.186759181,25345301.22,2627.1,2.540000021,0.010000035,21845589.22,21845591.42,-2.193007722,0.006343119,0.000253722
311,21847857.14,114811256.6,21847863.78,89463325.82,2266.25,11910.431,2266.539,9280.846,2.131999999,11.37099999,2.266000003,8.849999994,0.723999996,-0.094000012,0.173000004,-0.099000022,-4.656732421,0.104388994,25347930.78,2629.56,2.459999993,-0.080000028,21847855.7,21847857.89,-2.195164382,-0.00215666,-0.008499779
312,21850126.3,114823178.4,21850132.3,89472615.48,2269.156,11921.728,2268.516,9289.656,2.905999999,11.29700001,1.976999998,8.810000002,0.774,-0.073999986,-0.289000005,-0.039999992,-4.875962399,-0.219229978,25350562.92,2632.14,2.579999998,0.120000005,21850124.34,21850126.52,-2.181907255,0.013257127,0.015413787
313,21852396.66,114835111.5,21852403.2,89481914,2270.367,11933.122,2270.902,9298.524,1.211000003,11.39399999,2.386000004,8.867999986,-1.694999997,0.096999988,0.409000006,0.057999983,-4.647039279,0.22892312,25353197.5,2634.58,2.439999998,-0.140000001,21852395.13,21852397.32,-2.182034116,-0.000126861,-0.013383988
314,21854670.69,114847056,21854676.29,89491221.4,2274.024,11944.494,2273.09,9307.395,3.656999998,11.37200001,2.187999997,8.871000022,2.445999995,-0.021999985,-0.198000006,0.003000036,-5.404012252,-0.756972973,25355834.6,2637.1,2.519999996,0.079999998,21854668.1,21854670.28,-2.181399804,0.000634313,0.000761174
315,21856945.16,114859012,21856951.52,89500537.78,2274.468,11956.024,2275.227,9316.377,0.443999998,11.53,2.136999998,8.981999978,-3.213,0.157999992,-0.050999999,0.110999957,-5.015310813,0.388701439,25358474.22,2639.62,2.520000011,1.49E-08,21856943.25,21856945.43,-2.185395971,-0.003996167,-0.00463048
316,21859222.05,114870979.3,21859228.84,89509862.97,2276.891,11967.326,2277.32,9325.189,2.423,11.302,2.093000002,8.812000021,1.979000002,-0.228,-0.043999996,-0.169999957,-4.776612788,0.238698025,25361116.33,2642.11,2.489999995,-0.030000016,21859220.55,21859222.74,-2.19056562,-0.005169649,-0.001173481
317,21861501.64,114882958,21861508.34,89519196.98,2279.594,11978.659,2279.508,9334.01,2.703000002,11.33299999,2.188000001,8.82099998,0.280000001,0.030999988,0.094999999,0.008999959,-4.826228347,-0.049615559,25363761.02,2644.69,2.579999998,0.090000004,21861500.02,21861502.2,-2.180321477,0.010244142,0.015413791
318,21863783.51,114894947.8,21863789.99,89528539.7,2281.867,11989.838,2281.648,9342.726,2.273000002,11.17900001,2.139999997,8.716000021,-0.43,-0.153999984,-0.048000004,-0.104999959,-5.065046828,-0.238818481,25366408.1,2647.08,2.390000001,-0.189999998,21863781.6,21863783.79,-2.184888523,-0.004567046,-0.014811188
319,21866067.27,114906948.9,21866073.47,89537891.19,2283.758,12001.081,2283.477,9351.487,1.890999995,11.243,1.829000004,8.760999978,-0.382000007,0.063999996,-0.310999993,0.044999957,-4.936159119,0.128887709,25369057.71,2649.61,2.530000016,0.140000015,21866065.34,21866067.52,-2.180860639,0.004027884,0.00859493
320,21868353.33,114918961.3,21868359.45,89547251.45,2286.062,12012.354,2285.976,9360.265,2.304000005,11.273,2.498999998,8.778000012,0.41300001,0.030000001,0.669999994,0.017000034,-5.047364354,-0.111205235,25371709.85,2652.14,2.529999971,-4.47E-08,21868351.22,21868353.39,-2.168237828,0.012622811,0.008594926
321,21870640.65,114930984.8,21870647.82,89556620.43,2287.32,12023.528,2288.379,9368.976,1.257999994,11.17399999,2.403000001,8.71100001,-1.046000011,-0.099000007,-0.095999997,-0.067000002,-4.81462165,0.232742704,25374364.37,2654.52,2.38000001,-0.149999961,21870639.22,21870641.39,-2.172868311,-0.004630484,-0.017253295
322,21872930.66,114943019.6,21872937.55,89565998.17,2290.008,12034.776,2289.727,9377.737,2.688000005,11.24800001,1.347999997,8.760999978,1.430000011,0.074000016,-1.055000003,0.049999967,-4.486997742,0.327623908,25377021.43,2657.06,2.540000007,0.159999996,21872929.36,21872931.53,-2.166461755,0.006406557,0.011037041
323,21875223.7,114955065.5,21875230.04,89575384.57,2293.047,12045.892,2292.484,9386.401,3.039000001,11.11599998,2.757000003,8.664000019,0.350999996,-0.132000029,1.409000006,-0.096999958,-5.097588927,-0.610591185,25379680.93,2659.5,2.440000013,-0.099999994,21875221.62,21875223.78,-2.162655879,0.003805876,-0.002600681
324,21877517.73,114967122.5,21877524.11,89584779.67,2294.024,12057.058,2294.078,9395.105,0.976999998,11.16600001,1.594000001,8.703999996,-2.062000003,0.050000027,-1.163000003,0.039999977,-4.756582443,0.341006484,25382342.83,2661.9,2.399999976,-0.040000036,21877515.99,21877518.16,-2.171219092,-0.008563213,-0.012369089
325,21879814.34,114979190.7,21879820.88,89594183.43,2296.609,12068.161,2296.762,9403.753,2.584999997,11.103,2.683999997,8.647999987,1.607999999,-0.063000008,1.089999996,-0.056000009,-4.929874353,-0.17329191,25385007.27,2664.44,2.540000007,0.14000003,21879812.49,21879814.66,-2.163353622,0.00786547,0.016428683
326,21882112.48,114991269.9,21882119.36,89603595.77,2298.141,12079.187,2298.484,9412.345,1.532000005,11.02600001,1.722000003,8.592000008,-1.052999992,-0.076999992,-0.961999994,-0.055999979,-4.549740676,0.380133677,25387674.13,2666.86,2.420000017,-0.11999999,21882111.09,21882113.25,-2.157581378,0.005772244,-0.002093226
327,21884413.91,115003360.3,21884419.76,89613016.86,2301.429,12090.397,2300.403,9421.088,3.287999995,11.20999999,1.918999996,8.743000001,1.75599999,0.183999985,0.196999993,0.150999993,-4.840521589,-0.290780913,25390343.44,2669.31,2.449999973,0.029999956,21884411.82,21884413.97,-2.157359369,0.000222009,-0.005550236
328,21886716.91,115015461.9,21886722.46,89622446.69,2303,12101.61,2302.699,9429.827,1.571000002,11.213,2.296000004,8.739000008,-1.716999993,0.003000006,0.377000008,-0.003999993,-4.863761552,-0.023239963,25393015.21,2671.77,2.460000023,0.01000005,21886714.67,21886716.83,-2.160245493,-0.002886124,-0.003108133
329,21889021.42,115027574.7,21889027.62,89631885.25,2304.516,12112.832,2305.156,9438.568,1.515999999,11.222,2.456999999,8.740999997,-0.055000003,0.009000003,0.160999995,0.001999989,-4.6516391,0.212122452,25395689.45,2674.24,2.469999984,0.009999961,21889019.66,21889021.83,-2.163797643,-0.00355215,-0.000666026
330,21891328.11,115039698.6,21891334.82,89641332.44,2306.687,12123.905,2307.199,9447.184,2.171000004,11.073,2.043000001,8.615999997,0.655000005,-0.149000004,-0.413999997,-0.125,-4.427617975,0.224021125,25398366.16,2676.71,2.469999999,1.49E-08,21891326.76,21891328.93,-2.162624165,0.001173478,0.004725628
331,21893637.56,115051833.5,21893644.09,89650788.23,2309.454,12134.943,2309.278,9455.79,2.766999997,11.038,2.079,8.605999991,0.595999993,-0.034999996,0.035999998,-0.010000005,-4.655138884,-0.227520909,25401045.27,2679.11,2.400000006,-0.069999993,21893635.96,21893638.13,-2.168428123,-0.005803958,-0.006977435
332,21895949.52,115063979.6,21895955.65,89660252.72,2311.96,12146.101,2311.551,9464.494,2.505999997,11.15799999,2.272999998,8.704000011,-0.261,0.11999999,0.193999998,0.09800002,-5.182976712,-0.527837828,25403726.88,2681.61,2.5,0.099999994,21895947.28,21895949.45,-2.167571798,0.000856325,0.006660283
333,21898262.27,115076136.9,21898269.31,89669725.86,2312.75,12157.216,2313.66,9473.137,0.790000003,11.11499999,2.109000001,8.642999992,-1.715999994,-0.042999998,-0.163999997,-0.061000019,-4.743036617,0.439940095,25406411.04,2684.16,2.550000012,0.050000012,21898260.74,21898262.89,-2.147844687,0.019727111,0.018870786
334,21900578.13,115088305.2,21900584.88,89679207.71,2315.86,12168.372,2315.574,9481.848,3.110000003,11.15600002,1.914000001,8.71100001,2.32,0.041000023,-0.195,0.068000019,-5.011558358,-0.268521741,25409097.49,2686.45,2.289999992,-0.26000002,21900576.29,21900578.45,-2.161958128,-0.014113441,-0.033840552
335,21902895.64,115100484.7,21902902.46,89688698.22,2317.508,12179.497,2317.582,9490.517,1.647999994,11.12499999,2.007999998,8.669,-1.462000009,-0.031000033,0.093999997,-0.042000011,-4.83734386,0.174214498,25411786.48,2688.99,2.539999992,0.25,21902893.97,21902896.13,-2.159642898,0.002315231,0.016428672
336,21905215.63,115112675.4,21905222.31,89698197.39,2319.992,12190.632,2319.848,9499.171,2.484000005,11.13500001,2.266000003,8.653999984,0.83600001,0.01000002,0.258000005,-0.015000015,-4.893721595,-0.056377735,25414478.01,2691.53,2.540000007,1.49E-08,21905213.79,21905215.93,-2.140898965,0.018743932,0.016428702
337,21907537.43,115124876.8,21907543.85,89707705,2321.797,12201.443,2321.543,9507.61,1.804999996,10.811,1.695,8.43900001,-0.679000009,-0.324000001,-0.571000002,-0.214999974,-4.729088631,0.164632964,25417171.8,2693.79,2.25999999,-0.280000016,21907535.64,21907537.78,-2.147146944,-0.006247979,-0.024991911
338,21909861.51,115137089.3,21909867.97,89717221.24,2324.078,12212.498,2324.113,9516.231,2.281000003,11.05499999,2.569999997,8.621000007,0.476000007,0.243999988,0.874999996,0.181999996,-4.892158441,-0.16306981,25419868.06,2696.26,2.470000014,0.210000023,21909859.6,21909861.75,-2.148669295,-0.001522351,0.004725628
339,21912187.59,115149312.9,21912193.86,89726746.08,2326.086,12223.555,2325.898,9524.846,2.007999998,11.05700001,1.785000004,8.614999995,-0.273000006,0.002000019,-0.784999993,-0.006000012,-4.75876065,0.133397791,25422566.82,2698.76,2.5,0.029999986,21912185.67,21912187.81,-2.138139706,0.010529589,0.01205194
340,21914515.93,115161547.5,21914522.06,89736279.53,2328.336,12234.592,2328.192,9533.447,2.25,11.03699999,2.293999996,8.600999996,0.242000002,-0.020000026,0.508999992,-0.013999999,-4.88282682,-0.12406617,25425267.97,2701.15,2.389999986,-0.110000014,21914513.84,21914515.98,-2.137029663,0.001110043,-0.009419546
341,21916845.46,115173792.9,21916852.46,89745821.39,2329.531,12245.415,2330.402,9541.862,1.195,10.82300001,2.210000001,8.415000007,-1.055,-0.213999972,-0.083999995,-0.18599999,-4.51075419,0.37207263,25427971.51,2703.54,2.390000015,2.98E-08,21916844.06,21916846.2,-2.13455585,0.002473813,0.001363769
342,21919177.36,115186049.4,21919184.69,89755371.91,2331.898,12256.497,2332.234,9550.515,2.367000002,11.08199999,1.832000002,8.652999997,1.172000002,0.258999974,-0.377999999,0.237999991,-4.173965622,0.336788568,25430677.49,2705.98,2.439999998,0.049999982,21919176.4,21919178.53,-2.134682704,-0.000126854,-0.002600666
343,21921512.48,115198316.7,21921519.11,89764930.88,2335.118,12267.375,2334.414,9558.974,3.219999999,10.87800001,2.18,8.458999991,0.852999996,-0.203999981,0.347999997,-0.194000006,-4.6996448,-0.525679178,25433385.82,2708.33,2.349999994,-0.090000004,21921510.79,21921512.93,-2.143214203,-0.0085315,-0.008404646
344,21923849.08,115210595.1,21923855.68,89774498.47,2336.601,12278.4,2336.575,9567.586,1.482999999,11.02500001,2.160999998,8.612000018,-1.737,0.147,-0.019000001,0.153000027,-4.80287651,-0.10323171,25436096.63,2710.81,2.479999989,0.129999995,21923847.29,21923849.43,-2.144577976,-0.001363773,0.007167727
345,21926187.9,115222884.3,21926194.34,89784074.45,2338.82,12289.187,2338.664,9575.985,2.218999997,10.787,2.089000002,8.398999989,0.735999998,-0.238000005,-0.071999997,-0.213000029,-5.005699012,-0.202822502,25438809.85,2713.22,2.410000011,-0.069999978,21926185.84,21926187.98,-2.139693778,0.004884198,0.006247971
346,21928528.23,115235184.4,21928534.7,89793658.9,2340.336,12300.039,2340.351,9584.449,1.516000006,10.85199998,1.686999999,8.464000002,-0.70299999,0.064999983,-0.402000003,0.065000013,-4.62697329,0.378725722,25441525.5,2715.65,2.430000007,0.019999996,21928526.48,21928528.6,-2.129069049,0.010624729,0.005740531
347,21930870.66,115247495.2,21930877.8,89803251.77,2342.43,12310.855,2343.102,9592.871,2.093999997,10.81600001,2.750999998,8.421999991,0.57799999,-0.035999969,1.063999999,-0.042000011,-4.729881283,-0.102907993,25444243.43,2717.93,2.280000001,-0.150000006,21930869.14,21930871.28,-2.13855201,-0.009482961,-0.02010769
348,21933216.13,115259817.2,21933222.31,89812853.28,2345.469,12321.964,2344.512,9601.513,3.039000001,11.109,1.410000004,8.64200002,0.945000004,0.292999983,-1.340999994,0.220000029,-4.971537106,-0.241655823,25446963.92,2720.49,2.559999987,0.279999986,21933213.94,21933216.07,-2.12672209,0.01182992,0.021312881
349,21935562.55,115272150.1,21935569.25,89822463.36,2346.414,12332.943,2346.945,9610.074,0.944999997,10.979,2.432999998,8.560999975,-2.094000004,-0.129999995,1.022999994,-0.081000045,-4.737431042,0.234106064,25449686.74,2722.82,2.329999998,-0.229999989,21935560.81,21935562.95,-2.133572664,-0.006850574,-0.018680494
350,21937911.71,115284493.9,21937918.05,89832081.85,2349.164,12343.738,2348.797,9618.493,2.750000004,10.79499999,1.851999998,8.419000015,1.805000007,-0.184000015,-0.581,-0.14199996,-4.745116506,-0.007685464,25452412.05,2725.31,2.490000024,0.160000026,21937909.76,21937911.88,-2.120030094,0.01354257,0.020393144
351,21940262.31,115296848.5,21940269.16,89841708.83,2350.602,12354.644,2351.105,9626.979,1.438000001,10.90600002,2.308000002,8.486000001,-1.312000003,0.111000031,0.456000004,0.066999987,-4.555574272,0.189542234,25455139.67,2727.62,2.309999973,-0.180000052,21940260.76,21940262.89,-2.124660574,-0.00463048,-0.01817305
352,21942616.3,115309213.9,21942622.27,89851344.21,2353.984,12365.411,2353.114,9635.384,3.381999996,10.76699999,2.009,8.405000001,1.943999995,-0.139000028,-0.299000002,-0.081,-5.192804016,-0.637229744,25457869.69,2730.02,2.400000021,0.090000048,21942613.82,21942615.95,-2.125485178,-0.000824604,0.003805876
353,21944970.81,115321590.1,21944977.4,89860987.99,2354.516,12376.195,2355.125,9643.777,0.532000005,10.78399999,2.011,8.392999992,-2.84999999,0.017000005,0.002,-0.012000009,-4.795547724,0.397256292,25460602.11,2732.42,2.399999976,-4.47E-08,21944968.93,21944971.06,-2.122503914,0.002981264,0.003805868
354,21947327.31,115333977.1,21947334.43,89870640.15,2356.5,12386.936,2357.039,9652.16,1.983999997,10.74100001,1.914000001,8.383000016,1.451999992,-0.042999983,-0.096999999,-0.009999976,-4.241361294,0.55418643,25463336.95,2734.84,2.420000002,0.020000026,21947326.1,21947328.21,-2.110832568,0.011671346,0.008690082
355,21949687.46,115346374.8,21949693.44,89880300.7,2360.148,12397.712,2359.004,9660.55,3.647999998,10.77599999,1.965,8.389999986,1.664000001,0.034999982,0.050999999,0.006999969,-4.76332045,-0.521959156,25466074.1,2737.15,2.310000017,-0.109999985,21949685.3,21949687.42,-2.111942615,-0.001110047,-0.012781393
356,21952048.33,115358783.3,21952055.04,89889969.66,2360.867,12408.514,2361.605,9668.959,0.719000004,10.802,2.601,8.408999994,-2.928999994,0.026000008,0.636,0.019000009,-4.68084548,0.08247497,25468813.64,2739.54,2.390000001,0.079999983,21952046.56,21952048.68,-2.111688886,0.00025373,0.001363777
357,21954411.88,115371202.6,21954418.33,89899647.03,2363.547,12419.287,2363.285,9677.366,2.679999996,10.773,1.68,8.40700002,1.960999992,-0.028999999,-0.921,-0.001999974,-4.814654633,-0.133809153,25471555.57,2741.93,2.389999986,-1.49E-08,21954409.88,21954411.99,-2.110071395,0.001617491,0.001363762
358,21956777.08,115383632.6,21956783.83,89909332.74,2365.203,12430.029,2365.5,9685.719,1.656000003,10.742,2.215,8.352999985,-1.023999993,-0.031000003,0.535,-0.054000035,-4.787355371,0.027299262,25474299.86,2744.29,2.360000014,-0.029999971,21956775.23,21956777.34,-2.109024778,0.001046617,-0.000570875
359,21959144.13,115396073.4,21959151.26,89919026.86,2367.055,12440.783,2367.43,9694.119,1.851999998,10.75400001,1.93,8.400000006,0.195999995,0.012000009,-0.285,0.047000021,-4.557081327,0.230274044,25477046.54,2746.68,2.390000001,0.029999986,21959142.63,21959144.74,-2.106614385,0.002410393,0.001363777
360,21961513.66,115408524.9,21961520.81,89928729.34,2369.523,12451.533,2369.551,9702.475,2.467999998,10.74999999,2.120999999,8.355999991,0.616,-0.004000023,0.191,-0.044000015,-4.681178652,-0.124097325,25479795.56,2749.02,2.339999989,-0.050000012,21961512.08,21961514.19,-2.109659094,-0.00304471,-0.005455103
361,21963885.45,115420986.9,21963892.04,89938439.97,2371.797,12461.99,2371.23,9710.635,2.274000004,10.45700002,1.679000001,8.160000011,-0.193999995,-0.292999968,-0.441999998,-0.19599998,-4.782612219,-0.101433567,25482546.93,2751.37,2.350000009,0.01000002,21963883.52,21963885.62,-2.104933467,0.004725628,0.007770337
362,21966258.66,115433459.8,21966265.54,89948159.11,2373.211,12472.896,2373.496,9719.136,1.413999997,10.90599999,2.265999999,8.500999987,-0.860000007,0.448999971,0.586999997,0.340999976,-4.573451255,0.209160964,25485300.69,2753.76,2.389999986,0.039999977,21966257.03,21966259.13,-2.104235716,0.000697751,-0.004027877
363,21968634.23,115445943.4,21968640.8,89957886.61,2375.57,12483.627,2375.266,9727.496,2.359000001,10.73099999,1.77,8.360000014,0.945000004,-0.174999997,-0.495999999,-0.140999973,-4.457483962,0.115967293,25488056.79,2756.1,2.340000018,-0.049999967,21968632.58,21968634.69,-2.108993065,-0.004757348,-0.005455099
364,21971012.02,115458437.7,21971018.46,89967622.38,2377.789,12494.249,2377.656,9735.771,2.218999997,10.62200002,2.390000001,8.274999991,-0.140000004,-0.108999968,0.620000001,-0.085000023,-4.57863063,-0.121146668,25490815.32,2758.53,2.429999992,0.089999974,21971010.17,21971012.26,-2.097226571,0.011766493,0.016523842
365,21973391.87,115470942.6,21973398.13,89977366.47,2379.844,12504.929,2379.672,9744.097,2.055000003,10.67999998,2.016000003,8.326000005,-0.163999993,0.057999954,-0.373999998,0.051000014,-4.784386896,-0.205756266,25493576.13,2760.81,2.279999986,-0.150000006,21973389.77,21973391.87,-2.100176126,-0.002949554,-0.014716048
366,21975773.28,115483458.1,21975780.08,89987118.82,2381.414,12515.522,2381.953,9752.351,1.57,10.59300001,2.280999996,8.253999993,-0.485000003,-0.086999968,0.264999993,-0.072000012,-4.825918805,-0.041531909,25496339.28,2763.15,2.340000018,0.060000032,21975771.39,21975773.49,-2.103189107,-0.003012981,-6.34268E-05
367,21978157.11,115495984.3,21978163.53,89996879.46,2383.828,12526.152,2383.445,9760.632,2.414000001,10.63000001,1.492000002,8.281000003,0.844000001,0.037,-0.788999993,0.02700001,-4.797652002,0.028266803,25499104.84,2765.56,2.409999996,0.069999978,21978155.05,21978157.14,-2.09456246,0.008626647,0.011639629
368,21980542.33,115508520.9,21980549.53,90006648.24,2385.219,12536.628,2386,9768.788,1.390999999,10.47599998,2.555,8.156000003,-1.023000002,-0.154000029,1.062999997,-0.125,-4.711507723,0.086144279,25501872.66,2767.82,2.260000005,-0.149999991,21980540.68,21980542.78,-2.094752751,-0.000190292,-0.008816939
369,21982929.77,115521068,21982937.25,90016425.16,2387.438,12547.05,2387.727,9776.918,2.218999997,10.42200001,1.727000002,8.129999995,0.827999998,-0.053999975,-0.827999998,-0.026000008,-4.586942762,0.124564961,25504642.84,2770.18,2.359999985,0.099999979,21982928.32,21982930.4,-2.084730618,0.010022134,0.010212425
370,21985320.2,115533625.8,21985326.91,90026210.46,2390.429,12557.825,2389.652,9785.3,2.991000004,10.77500001,1.924999997,8.381999999,0.772000007,0.353,0.197999995,0.252000004,-5.077836238,-0.490893476,25507415.34,2772.5,2.320000008,-0.039999977,21985317.99,21985320.07,-2.085047774,-0.000317156,-0.01033929
