,C1,L1,P2,L2,1C1,1L1,1P2,1L2,2C1,2L1,2P2,2L2,3C1,3L1,3P2,3L2,MW,1MW,L12,1L12,2L12,3L12,L1M,L2M,GF,1GF,2GF
0,21258926.28,111716408.6,21258932.21,87051757.83,,,,,,,,,,,,,-5.42266351,,24664650.77,,,,21258925.7,21258928.36,-2.654311299,,
1,21260411.75,111724219.1,21260418.57,87057843.87,1485.469,7810.423,1486.355,6086.042,,,,,,,,,-4.860479198,0.562184312,24666375.23,1724.46,,,21260411.99,21260414.63,-2.638707217,0.015604082,
2,21261901.16,111732044.3,21261907.58,87063941.47,1489.414,7825.257,1489.016,6097.596,3.945,14.83399999,2.660999998,11.55399999,,,,,-5.073991999,-0.213512801,24668102.83,1727.6,3.140000015,,21261901.08,21261903.73,-2.648856211,-0.010148995,-0.025753077
3,21263393.25,111739884.5,21263399.56,87070050.67,1492.086,7840.143,1491.973,6109.201,2.671999998,14.88599999,2.957000002,11.60499999,-1.273000002,0.052000001,0.296000004,0.050999999,-5.14420709,-0.070215091,24669833.83,1731,3.399999991,0.259999976,21263393.02,21263395.66,-2.637438592,0.01141762,0.021566615
4,21264888.13,111747739.4,21264894.29,87076171.42,1494.883,7854.975,1494.73,6120.748,2.797000002,14.83200002,2.756999999,11.54700002,0.125000004,-0.053999975,-0.200000003,-0.057999969,-5.281060766,-0.136853676,24671567.98,1734.15,3.150000006,-0.249999985,21264887.76,21264890.41,-2.64933195,-0.011893358,-0.023310978
5,21266385.81,111755609.3,21266391.87,87082303.77,1497.672,7869.854,1497.582,6132.356,2.788999997,14.87899998,2.851999998,11.60799998,-0.008000005,0.046999961,0.094999999,0.06099996,-5.291887589,-0.010826823,24673305.53,1737.55,3.399999991,0.249999985,21266385.35,21266387.99,-2.639658686,0.009673264,0.021566622
6,21267886.23,111763494,21267892.14,87088447.66,1500.422,7884.661,1500.27,6143.889,2.750000004,14.80700003,2.688000001,11.53300001,-0.038999993,-0.071999952,-0.163999997,-0.074999973,-5.196261492,0.095626097,24675046.34,1740.81,3.260000005,-0.139999986,21267885.76,21267888.39,-2.631824933,0.007833753,-0.001839511
7,21269388.95,111771393.5,21269395.41,87094603.13,1502.718,7899.531,1503.277,6155.47,2.295999996,14.86999997,3.007000003,11.581,-0.454000007,0.062999949,0.319000002,0.047999993,-4.904797904,0.291463588,24676790.37,1744.03,3.219999999,-0.040000007,21269388.98,21269391.62,-2.635599084,-0.003774151,-0.011607904
8,21270895.31,111779307.8,21270901.66,87100770.1,1506.368,7914.292,1506.246,6166.97,3.650000002,14.76100002,2.968999997,11.5,1.354000006,-0.108999953,-0.038000006,-0.081,-5.201098483,-0.296300579,24678537.7,1747.33,3.299999997,0.079999998,21270895.02,21270897.66,-2.631444339,0.004154745,0.007928897
9,21272404.18,111787236.9,21272410.57,87106948.66,1508.867,7929.154,1508.906,6178.559,2.498999998,14.86199999,2.66,11.589,-1.151000004,0.100999966,-0.308999997,0.089000002,-5.275727473,-0.07462899,24680288.24,1750.54,3.210000008,-0.089999989,21272403.88,21272406.52,-2.641339615,-0.009895276,-0.014050022
10,21273915.8,111795180.8,21273922.31,87113138.72,1511.617,7943.912,1511.747,6190.062,2.75,14.758,2.841000002,11.50300001,0.251000002,-0.103999987,0.181000002,-0.085999995,-5.281563688,-0.005836215,24682042.08,1753.84,3.299999982,0.089999974,21273915.56,21273918.2,-2.64330598,-0.001966365,0.007928912
11,21275430.34,111803139.6,21275436.5,87119340.33,1514.547,7958.729,1514.187,6201.605,2.930000003,14.817,2.439999998,11.543,0.180000003,0.059,-0.401000004,0.039999992,-5.086364917,0.195198771,24683799.27,1757.19,3.350000009,0.050000027,21275430.06,21275432.7,-2.630524591,0.012781389,0.014747754
12,21276947.77,111811113.1,21276954.05,87125553.45,1517.429,7973.533,1517.547,6213.128,2.881999996,14.80399999,3.359999999,11.52299999,-0.048000008,-0.013000011,0.920000002,-0.020000011,-5.29297594,-0.206611023,24685559.65,1760.38,3.189999998,-0.160000011,21276947.37,21276950,-2.631285768,-0.000761177,-0.013542566
13,21278467.62,111819101.4,21278473.98,87131778.08,1519.844,7988.27,1519.93,6224.627,2.415000003,14.737,2.383000005,11.49900001,-0.466999993,-0.066999987,-0.976999994,-0.023999974,-4.996950716,0.296025224,24687323.32,1763.67,3.290000021,0.100000024,21278467.49,21278470.12,-2.626560133,0.004725635,0.005486812
14,21279990.52,111827104.5,21279996.97,87138014.24,1522.899,8003.079,1522.988,6236.16,3.055,14.80900002,3.057999995,11.53299999,0.639999997,0.072000012,0.67499999,0.033999979,-4.974623635,0.022327081,24689090.26,1766.94,3.269999981,-0.020000041,21279990.43,21279993.05,-2.621231914,0.005328219,0.000602584
15,21281516.46,111835122.4,21281522.73,87144261.98,1525.945,8017.937,1525.762,6247.737,3.046,14.85799998,2.774000004,11.57700001,-0.009,0.048999965,-0.283999991,0.044000015,-5.122113682,-0.147490047,24690860.42,1770.16,3.219999999,-0.049999982,21281516.19,21281518.82,-2.627511606,-0.006279692,-0.011607911
16,21283045.34,111843155.1,21283051.43,87150521.23,1528.883,8032.708,1528.699,6259.256,2.938000001,14.77100001,2.936999995,11.51899999,-0.107999999,-0.086999968,0.162999991,-0.058000013,-5.390598223,-0.268484541,24692633.87,1773.45,3.289999992,0.069999993,21283044.76,21283047.39,-2.628304496,-0.000792891,0.005486801
17,21284576.34,111851202.5,21284582.61,87156791.93,1530.992,8047.398,1531.187,6270.698,2.108999997,14.69,2.488000005,11.442,-0.829000004,-0.081000015,-0.44899999,-0.076999992,-5.051641535,0.338956688,24694410.57,1776.7,3.250000015,-0.039999977,21284576.13,21284578.76,-2.627987344,0.000317153,0.001110043
18,21286110.51,111859264.6,21286116.73,87163074.06,1534.172,8062.073,1534.117,6282.129,3.180000003,14.675,2.929999996,11.43100001,1.071000006,-0.015000001,0.44199999,-0.010999992,-5.003653832,0.047987703,24696190.54,1779.97,3.269999996,0.019999981,21286110.3,21286112.92,-2.621675935,0.006311409,0.005994257
19,21287647.8,111867341.3,21287653.62,87169367.63,1537.289,8076.754,1536.891,6293.567,3.116999995,14.68099999,2.774,11.43799999,-0.063000008,0.005999997,-0.155999996,0.006999984,-5.237648282,-0.23399445,24697973.67,1783.13,3.160000011,-0.109999985,21287647.24,21287649.87,-2.630841743,-0.009165809,-0.015477218
20,21289187.33,111875432.8,21289193.46,87175672.65,1539.531,8091.444,1539.836,6305.026,2.242000006,14.69000001,2.945,11.45899999,-0.874999989,0.009000018,0.171,0.020999998,-5.081274528,0.156373754,24699760.15,1786.48,3.349999979,0.189999968,21289187,21289189.62,-2.619868144,0.010973599,0.020139407
21,21290729.77,111883538.9,21290736.09,87181989.11,1542.445,8106.138,1542.637,6316.457,2.913999993,14.69399999,2.801000003,11.43100001,0.671999987,0.003999978,-0.143999998,-0.027999982,-5.080112461,0.001162067,24701549.79,1789.64,3.160000026,-0.189999953,21290729.54,21290732.17,-2.62437176,-0.004503615,-0.015477214
22,21292275.17,111891659.8,21292281.41,87188317.04,1545.399,8120.848,1545.32,6327.929,2.954000004,14.71000001,2.682999998,11.472,0.04000001,0.016000018,-0.118000004,0.040999994,-5.045951378,0.034161083,24703342.76,1792.97,3.329999968,0.169999942,21292274.9,21292277.51,-2.613620173,0.010751586,0.015255202
23,21293823.56,111899795.3,21293829.66,87194656.4,1548.383,8135.518,1548.25,6339.361,2.984000001,14.66999999,2.93,11.43199998,0.029999997,-0.040000021,0.247000001,-0.040000021,-5.280306522,-0.234355144,24705138.9,1796.14,3.170000017,-0.159999952,21293823.03,21293825.65,-2.61590369,-0.002283517,-0.013035104
24,21295373.95,111907945.4,21295380.62,87201007.15,1550.39,8150.13,1550.957,6350.744,2.006999999,14.61200002,2.706999999,11.38300002,-0.977000002,-0.057999969,-0.223000001,-0.048999965,-4.985844906,0.294461616,24706938.25,1799.35,3.210000008,0.039999992,21295373.95,21295376.57,-2.621453922,-0.005550232,-0.003266715
25,21296927.63,111916110.2,21296934.19,87207369.29,1553.68,8164.765,1553.567,6362.147,3.289999999,14.63499999,2.610000003,11.403,1.283,0.022999972,-0.096999995,0.019999981,-4.852913901,0.132931005,24708740.91,1802.66,3.309999987,0.099999979,21296927.66,21296930.27,-2.611241497,0.010212425,0.015762657
26,21298484.42,111924289.7,21298490.97,87213742.91,1556.797,8179.48,1556.781,6373.616,3.116999999,14.71499999,3.213999998,11.46900001,-0.173,0.079999998,0.603999995,0.066000015,-5.159025665,-0.306111764,24710546.79,1805.88,3.220000014,-0.089999974,21298484.16,21298486.77,-2.607245326,0.003996171,-0.006216254
27,21300044.09,111932483.8,21300050.02,87220127.94,1559.664,8194.116,1559.047,6385.03,2.867000002,14.63600002,2.265999999,11.41399997,-0.249999996,-0.078999966,-0.947999999,-0.055000037,-5.306554895,-0.14752923,24712355.86,1809.07,3.189999983,-0.030000031,21300043.45,21300046.06,-2.611400075,-0.004154749,-0.00815092
28,21301606.02,111940692.5,21301611.97,87226524.36,1561.937,8208.754,1561.949,6396.424,2.272999998,14.63799998,2.902000003,11.39400002,-0.594000004,0.001999959,0.636000004,-0.019999951,-5.191350188,0.115204707,24714168.14,1812.28,3.210000008,0.020000026,21301605.51,21301608.13,-2.618821528,-0.007421453,-0.003266703
29,21303170.74,111948915.9,21303177.05,87232932.17,1564.719,8223.358,1565.082,6407.806,2.782000002,14.604,3.132999998,11.38199998,0.509000003,-0.033999979,0.230999995,-0.012000039,-5.175876964,0.015473224,24715983.73,1815.59,3.310000002,0.099999994,21303170.37,21303172.98,-2.61048032,0.008341208,0.015762661
30,21304738.01,111957153.9,21304744.48,87239351.36,1567.266,8237.983,1567.43,6419.196,2.547000002,14.62500001,2.348000005,11.39,-0.234999999,0.021000013,-0.784999993,0.008000016,-4.797291525,0.378585439,24717802.54,1818.81,3.219999999,-0.090000004,21304738.01,21304740.61,-2.602963723,0.007516596,-0.000824612
31,21306308.81,111965406.5,21306314.98,87245781.98,1570.805,8252.631,1570.507,6430.615,3.538999997,14.64799999,3.076999996,11.41900001,0.991999995,0.022999972,0.728999991,0.029000014,-5.110475857,-0.313184332,24719624.52,1821.98,3.169999987,-0.050000012,21306308.43,21306311.04,-2.608482242,-0.005518518,-0.013035115
32,21307882.07,111973673.7,21307888.09,87252223.98,1573.257,8267.231,1573.106,6442.003,2.452,14.59999999,2.598999999,11.38799998,-1.086999997,-0.047999993,-0.477999996,-0.031000033,-5.13397849,-0.023502633,24721449.72,1825.2,3.220000014,0.050000027,21307881.63,21307884.24,-2.61482536,-0.006343119,-0.0008246
33,21309457.87,111981955.5,21309464.18,87258677.33,1575.797,8281.804,1576.094,6453.35,2.539999999,14.57300001,2.988000002,11.34700002,0.088,-0.02699998,0.389000002,-0.040999964,-5.07797597,0.05600252,24723278.17,1828.45,3.25,0.029999986,21309457.6,21309460.21,-2.614666782,0.000158578,0.006501697
34,21311037.08,111990251.9,21311043.07,87265142.05,1579.211,8296.396,1578.89,6464.715,3.414000005,14.59199999,2.796,11.36499999,0.874000005,0.018999979,-0.192000002,0.017999977,-5.438298058,-0.360322088,24725109.85,1831.68,3.230000004,-0.019999996,21311036.35,21311038.96,-2.612890709,0.001776073,0.001617495
35,21312618.81,111998562.9,21312624.68,87271618.1,1581.735,8310.942,1581.61,6476.054,2.523999996,14.546,2.719999999,11.33899999,-0.890000008,-0.045999989,-0.076000001,-0.026000008,-5.553957552,-0.115659494,24726944.8,1834.95,3.269999996,0.039999992,21312617.88,21312620.48,-2.599728726,0.013161983,0.01138591
36,21314202.54,112006888.4,21314208.83,87278105.56,1583.726,8325.559,1584.148,6487.455,1.991,14.617,2.537999999,11.40100001,-0.532999996,0.070999995,-0.182,0.062000021,-5.174416635,0.379540917,24728782.84,1838.04,3.089999989,-0.180000007,21314202.17,21314204.79,-2.61374703,-0.014018305,-0.027180288
37,21315789.38,112015228.5,21315795.92,87284604.33,1586.836,8340.11,1587.086,6498.774,3.109999999,14.551,2.938000005,11.31900001,1.118999999,-0.066,0.400000006,-0.082000002,-5.026720911,0.147695724,24730624.17,1841.33,3.290000007,0.200000018,21315789.24,21315791.85,-2.611495223,0.002251808,0.016270112
38,21317379.48,112023583.2,21317385.72,87291114.44,1590.102,8354.653,1589.801,6510.11,3.266000003,14.543,2.714999996,11.336,0.156000003,-0.008000001,-0.223000009,0.01699999,-5.121807821,-0.09508691,24732468.76,1844.59,3.260000005,-0.030000001,21317379.09,21317381.69,-2.600299608,0.011195615,0.008943807
39,21318971.91,112031952.4,21318978.38,87297635.9,1592.437,8369.212,1592.656,6521.457,2.334999997,14.559,2.855,11.347,-0.931000005,0.016000003,0.140000004,0.011000007,-5.039479651,0.08232817,24734316.5,1847.74,3.149999991,-0.110000014,21318971.69,21318974.29,-2.601631664,-0.001332056,-0.012527671
40,21320567.15,112040336.1,21320573.64,87304168.63,1595.234,8383.663,1595.266,6532.728,2.796999998,14.45100001,2.609999999,11.271,0.462000001,-0.107999995,-0.245000001,-0.076000005,-4.880610447,0.158869204,24736167.47,1850.97,3.230000004,0.080000013,21320567.06,21320569.65,-2.595954571,0.005677093,0.007009149
41,21322165.41,112048734.3,21322171.63,87310712.68,1598.258,8398.22,1597.984,6544.052,3.024000004,14.557,2.718000002,11.324,0.227000006,0.105999991,0.108000003,0.053000003,-4.898191549,-0.017581102,24738021.62,1854.15,3.179999992,-0.050000012,21322165.18,21322167.78,-2.59547884,0.000475731,-0.005201362
42,21323766.49,112057146.9,21323772.57,87317267.98,1601.086,8412.653,1600.945,6555.307,2.827999998,14.43300001,2.960999999,11.255,-0.196000006,-0.123999983,0.242999997,-0.069000006,-5.103600949,-0.2054094,24739878.92,1857.3,3.150000021,-0.029999971,21323766.05,21323768.65,-2.602139115,-0.006660275,-0.007136006
43,21325370.32,112065574.1,21325376.49,87323834.57,1603.828,8427.12,1603.918,6566.585,2.742000002,14.46699998,2.973000001,11.27800001,-0.085999995,0.033999965,0.012000002,0.023000017,-5.306438442,-0.202837493,24741739.53,1860.61,3.309999987,0.159999967,21325369.69,21325372.28,-2.58764508,0.014494035,0.021154311
44,21326976.86,112074015.7,21326982.61,87330412.44,1606.539,8441.608,1606.121,6577.871,2.710999999,14.48800002,2.202999998,11.28599998,-0.031000003,0.021000043,-0.770000003,0.007999972,-5.274272922,0.03216552,24743603.26,1863.73,3.120000005,-0.189999983,21326976.07,21326978.66,-2.587613363,3.17171E-05,-0.014462318
45,21328585.61,112082471.8,21328591.98,87337001.66,1608.75,8456.158,1609.375,6589.222,2.210999999,14.54999998,3.254000001,11.35100001,-0.5,0.061999962,1.051000003,0.065000027,-5.184619047,0.089653875,24745470.14,1866.88,3.149999991,0.029999986,21328585.22,21328587.82,-2.600109316,-0.012495954,-0.012527671
46,21330197.66,112090942.4,21330203.75,87343602.11,1612.047,8470.593,1611.77,6600.445,3.296999998,14.435,2.395,11.22299999,1.085999999,-0.11499998,-0.859000001,-0.128000021,-5.196307171,-0.011688124,24747340.29,1870.15,3.270000011,0.12000002,21330197.12,21330199.71,-2.595827706,0.00428161,0.016777564
47,21331811.96,112099427.4,21331818.39,87350213.78,1614.305,8484.972,1614.637,6611.674,2.258000001,14.37900001,2.866999999,11.22900002,-1.038999997,-0.055999994,0.471999999,0.006000027,-4.953496564,0.242810607,24749213.62,1873.33,3.179999992,-0.090000018,21331811.76,21331814.35,-2.591355804,0.004471902,0.000190292
48,21333429.52,112107926.9,21333435.85,87356836.74,1617.562,8499.467,1617.457,6622.958,3.256999999,14.495,2.820000004,11.28399998,0.998999998,0.115999997,-0.046999995,0.054999962,-5.059363902,-0.105867338,24751090.16,1876.54,3.210000008,0.030000016,21333429.16,21333431.74,-2.58475896,0.006596845,0.002124943
49,21335049.65,112116440.7,21335055.98,87363470.92,1620.125,8513.882,1620.129,6634.183,2.563000001,14.41499999,2.671999998,11.22500002,-0.693999998,-0.080000013,-0.148000006,-0.058999956,-5.117764845,-0.058400943,24752969.78,1879.62,3.079999983,-0.130000025,21335049.28,21335051.88,-2.597001184,-0.012242224,-0.018839069
50,21336672.32,112124969,21336678.82,87370116.34,1622.672,8528.283,1622.843,6645.419,2.547000002,14.40099999,2.713999998,11.23599999,-0.015999999,-0.013999999,0.041999999,0.010999963,-4.949463055,0.16830179,24754852.66,1882.88,3.260000005,0.180000022,21336672.16,21336674.76,-2.594907954,0.002093229,0.014335454
51,21338298.63,112133511.8,21338304.61,87376773.06,1626.313,8542.804,1625.789,6656.721,3.640999999,14.52100001,2.946000002,11.302,1.093999997,0.12000002,0.232000005,0.066000015,-5.453681245,-0.50421819,24756738.74,1886.08,3.200000003,-0.060000002,21338297.8,21338300.4,-2.593131889,0.001776066,-0.000317164
52,21339926.27,112142069,21339932.84,87383440.98,1627.633,8557.171,1628.231,6667.918,1.319999997,14.367,2.441999998,11.197,-2.321000002,-0.154000014,-0.504000004,-0.105000004,-4.865002871,0.588678374,24758628.02,1889.28,3.200000003,0,21339926.19,21339928.77,-2.586281311,0.006850578,0.005074512
53,21341557.38,112150640.5,21341564.13,87390120.06,1631.109,8571.498,1631.293,6679.076,3.476000004,14.32699999,3.062000003,11.15799999,2.156000007,-0.040000007,0.620000005,-0.039000005,-4.953889083,-0.088886212,24760520.44,1892.42,3.140000001,-0.060000002,21341557.29,21341559.87,-2.583617199,0.002664112,-0.004186466
54,21343191.29,112159226.3,21343197.86,87396810.33,1633.914,8585.852,1633.722,6690.277,2.805,14.354,2.428999998,11.20100002,-0.671000004,0.02700001,-0.633000005,0.043000028,-4.998411365,-0.044522282,24762415.97,1895.53,3.109999999,-0.030000001,21343191.11,21343193.7,-2.592465855,-0.008848656,-0.011512768
55,21344828.2,112167826.6,21344834.3,87403511.85,1636.914,8600.288,1636.446,6701.515,3,14.436,2.723999999,11.23799999,0.195,0.082000002,0.295000002,0.036999971,-5.126179904,-0.127768539,24764314.75,1898.78,3.25,0.140000001,21344827.69,21344830.28,-2.589421157,0.003044698,0.011893354
56,21346467.25,112176441.2,21346473.61,87410224.51,1639.047,8614.579,1639.304,6712.66,2.132999998,14.29099999,2.858000003,11.145,-0.867000002,-0.145000011,0.134000003,-0.092999995,-4.947722778,0.178457126,24766216.69,1901.94,3.159999996,-0.090000004,21346467,21346469.58,-2.585678715,0.003742442,0.000697743
57,21348109.55,112185070.2,21348115.72,87416948.38,1642.297,8628.964,1642.114,6723.871,3.25,14.38500001,2.809999999,11.211,1.117000002,0.094000012,-0.048000004,0.066,-5.121260174,-0.173537396,24768121.82,1905.13,3.190000013,0.030000016,21348109.04,21348111.62,-2.579303872,0.006374843,0.002632402
58,21349754.41,112193713.5,21349760.43,87423683.44,1644.859,8643.331,1644.707,6735.056,2.562000003,14.367,2.592999998,11.18500002,-0.687999997,-0.018000007,-0.217,-0.025999978,-5.1752408,-0.053980626,24770030.06,1908.24,3.109999985,-0.080000028,21349753.81,21349756.39,-2.584441803,-0.005137932,-0.011512775
59,21351401.81,112202371.2,21351407.99,87430429.67,1647.407,8657.679,1647.562,6746.233,2.548,14.348,2.855000004,11.17699999,-0.014000002,-0.018999994,0.262000006,-0.008000031,-5.103658177,0.071582623,24771941.53,1911.47,3.230000004,0.12000002,21351401.31,21351403.89,-2.577178925,0.007262878,0.01240081
60,21353052.31,112211043.1,21353058.24,87437187.02,1650.492,8671.939,1650.254,6757.355,3.084999997,14.25999999,2.691999994,11.12200001,0.536999997,-0.088000014,-0.16300001,-0.054999977,-5.340365324,-0.236707147,24773856.08,1914.55,3.079999998,-0.150000006,21353051.52,21353054.1,-2.58336347,-0.006184544,-0.013447423
61,21354704.98,112219729.2,21354711.38,87443955.41,1652.672,8686.116,1653.141,6768.386,2.180000003,14.177,2.887000006,11.03099999,-0.904999994,-0.082999989,0.195000011,-0.091000021,-5.300571475,0.039793849,24775773.79,1917.71,3.160000011,0.080000013,21354704.43,21354707.01,-2.583458617,-9.51476E-05,0.006089397
62,21356360.73,112228429.7,21356367.01,87450734.96,1655.75,8700.417,1655.625,6779.549,3.077999998,14.30100001,2.483999997,11.16300002,0.897999994,0.124000013,-0.403000008,0.132000029,-5.294398304,0.006173171,24777694.74,1920.95,3.239999995,0.079999983,21356360.08,21356362.65,-2.56871086,0.014747757,0.014842905
63,21358018.91,112237144.4,21358025.33,87457525.65,1658.187,8714.728,1658.32,6790.687,2.436999999,14.31099999,2.695,11.13799998,-0.640999999,0.009999976,0.211000003,-0.025000036,-5.17963269,0.114765614,24779618.75,1924.01,3.059999987,-0.180000007,21358018.43,21358021,-2.572294723,-0.003583863,-0.018331621
64,21359680.15,112245873.3,21359686.12,87464327.38,1661.234,8728.902,1660.789,6801.739,3.046999998,14.17399999,2.468999997,11.05200002,0.609999999,-0.136999995,-0.226000004,-0.085999966,-5.155283693,0.024348997,24781545.92,1927.17,3.160000011,0.100000024,21359679.49,21359682.06,-2.569789186,0.002505537,0.006089401
65,21361343.65,112254616.6,21361350.04,87471140.34,1663.5,8743.296,1663.918,6812.959,2.266000003,14.39400001,3.129000004,11.21999998,-0.780999996,0.220000014,0.660000008,0.167999968,-5.025072802,0.130210891,24783476.26,1930.34,3.169999987,0.009999976,21361343.28,21361345.85,-2.569535468,0.000253718,-0.002251819
66,21363010.32,112263374.1,21363016.48,87477964.34,1666.672,8757.473,1666.442,6823.996,3.172000002,14.17699999,2.524,11.03700002,0.905999999,-0.217000023,-0.605000004,-0.182999969,-5.082412414,-0.057339612,24785409.76,1933.5,3.160000011,-0.009999976,21363009.78,21363012.34,-2.563192345,0.006343123,0.006089404
67,21364679.9,112272145.9,21364685.97,87484799.51,1669.578,8771.796,1669.496,6835.172,2.905999996,14.32300001,3.053999998,11.176,-0.266000006,0.146000028,0.529999997,0.138999984,-5.457079921,-0.374667507,24787346.39,1936.63,3.13000001,-0.030000001,21364679,21364681.56,-2.563477784,-0.000285439,-0.006628562
68,21366351.26,112280932,21366357.74,87491645.82,1671.36,8786.109,1671.769,6846.305,1.782000005,14.31299999,2.272999998,11.13299999,-1.123999991,-0.01000002,-0.780999999,-0.043000013,-4.990976959,0.466102962,24789286.18,1939.79,3.159999996,0.029999986,21366350.94,21366353.5,-2.56306548,0.000412304,0.000697743
69,21368026.31,112289732.3,21368032.18,87498503.23,1675.047,8800.35,1674.442,6857.415,3.686999995,14.24100001,2.673000004,11.11000001,1.90499999,-0.071999982,0.400000006,-0.022999972,-5.187718187,-0.196741228,24791229.07,1942.89,3.099999979,-0.060000017,21368025.58,21368028.15,-2.571216393,-0.008150913,-0.008563217
70,21369703.04,112298546.9,21369709.61,87505371.73,1676.734,8814.588,1677.429,6868.495,1.687000003,14.23799999,2.987,11.07999998,-1.999999993,-0.003000021,0.313999996,-0.030000031,-4.789261438,0.398456749,24793175.17,1946.1,3.210000023,0.110000044,21369702.94,21369705.51,-2.566459052,0.004757341,0.012908254
71,21371383.17,112307375.5,21371389.87,87512251.17,1680.133,8828.63,1680.254,6879.442,3.398999996,14.042,2.824999996,10.94700001,1.711999994,-0.195999995,-0.162000004,-0.132999972,-4.985852864,-0.196591426,24795124.33,1949.16,3.059999987,-0.150000036,21371382.97,21371385.54,-2.569250025,-0.002790973,-0.007548314
72,21373066.35,112316218.4,21373072.67,87519141.71,1683.18,8842.859,1682.805,6890.544,3.047000006,14.229,2.551000003,11.102,-0.351999991,0.187000006,-0.273999993,0.154999986,-5.261910014,-0.27605715,24797076.69,1952.36,3.200000018,0.14000003,21373065.71,21373068.28,-2.561574847,0.007675178,0.010466151
73,21374751.59,112325075.4,21374758.05,87526043.3,1685.242,8857.04,1685.375,6901.583,2.061999995,14.18100001,2.57,11.039,-0.985000011,-0.047999993,0.018999998,-0.062999994,-5.142216105,0.119693909,24799032.1,1955.41,3.049999982,-0.150000036,21374751.15,21374753.71,-2.569281738,-0.007706892,-0.01538207
74,21376439.98,112333946.6,21376446.24,87532955.89,1688.383,8871.157,1688.195,6912.59,3.141000003,14.11699998,2.82,11.007,1.079000007,-0.064000025,0.25,-0.032000005,-5.304391835,-0.16217573,24800990.71,1958.61,3.199999988,0.150000006,21376439.28,21376441.84,-2.561130829,0.008150909,0.015857801
75,21378130.1,112342832,21378137.12,87539879.54,1690.125,8885.371,1690.879,6923.654,1.741999999,14.21400002,2.684,11.064,-1.399000004,0.097000033,-0.136,0.056999996,-4.821530994,0.482860841,24802952.46,1961.75,3.140000015,-0.059999973,21378130.11,21378132.67,-2.551774725,0.009356104,0.001205195
76,21379824.42,112351731.4,21379830.57,87546814.2,1694.32,8899.485,1693.453,6934.656,4.194999997,14.11399999,2.574000001,11.00199999,2.452999998,-0.100000024,-0.109999999,-0.062000006,-5.393252525,-0.571721531,24804917.2,1964.74,2.99000001,-0.150000006,21379823.61,21379826.18,-2.567061648,-0.015286922,-0.024643026
77,21381520.41,112360645.1,21381526.67,87553759.9,1695.992,8913.656,1696.094,6945.7,1.672000006,14.171,2.640999999,11.04400001,-2.522999991,0.057000011,0.066999998,0.042000026,-5.140488174,0.252764351,24806885.2,1968,3.259999976,0.269999966,21381519.83,21381522.39,-2.557229813,0.009831835,0.025118757
78,21383218.91,112369572.9,21383225.5,87560716.64,1698.492,8927.814,1698.832,6956.741,2.499999996,14.15799999,2.737999998,11.04100001,0.82799999,-0.013000011,0.096999999,-0.003000006,-4.851621952,0.288866222,24808856.26,1971.06,3.060000032,-0.199999943,21383218.74,21383221.3,-2.560337938,-0.003108125,-0.01293996
79,21384920.87,112378514.9,21384927.24,87567684.38,1701.961,8941.941,1701.738,6967.743,3.469000001,14.127,2.906000003,11.00199997,0.969000004,-0.030999988,0.168000005,-0.039000034,-5.09757882,-0.245956868,24810830.52,1974.26,3.199999988,0.139999956,21384920.34,21384922.89,-2.547588263,0.012749676,0.015857801
80,21386624.56,112387470.9,21386631.43,87574663.12,1703.696,8956.064,1704.196,6978.739,1.735000003,14.123,2.457999997,10.99600002,-1.733999997,-0.004000008,-0.448000006,-0.005999953,-4.716545742,0.381033078,24812807.78,1977.26,2.999999985,-0.200000003,21386624.61,21386627.17,-2.557039522,-0.009451259,-0.022200935
81,21388332.29,112396441.1,21388338.5,87581652.87,1707.726,8970.192,1707.066,6989.753,4.029999997,14.12800001,2.870000001,11.014,2.294999994,0.00500001,0.412000004,0.017999977,-5.243288111,-0.526742369,24814788.23,1980.45,3.189999998,0.190000013,21388331.59,21388334.14,-2.553075064,0.003964458,0.013415717
82,21390042.34,112405425.4,21390048.13,87588653.65,1710.047,8984.325,1709.629,7000.775,2.320999999,14.133,2.563000001,11.02199998,-1.708999999,0.004999995,-0.307,0.007999986,-5.513652988,-0.270364877,24816771.75,1983.52,3.070000023,-0.119999975,21390041.24,21390043.8,-2.559608482,-0.006533418,-0.010497876
83,21391754.15,112414423.8,21391760.52,87595665.37,1711.812,8998.391,1712.394,7011.726,1.765000001,14.066,2.764999997,10.95100001,-0.555999998,-0.067000002,0.201999996,-0.07099998,-5.174112957,0.339540031,24818758.43,1986.68,3.159999982,0.089999959,21391753.58,21391756.14,-2.554660842,0.00494764,0.011481058
84,21393469.23,112423436.3,21393475.29,87602688.06,1715.079,9012.458,1714.766,7022.691,3.267000005,14.067,2.372000005,10.965,1.502000004,0.001000002,-0.392999992,0.013999999,-5.046190254,0.127922703,24820748.24,1989.81,3.13000001,-0.029999971,21393468.6,21393471.15,-2.545558464,0.009102378,0.004154738
85,21395186.52,112432462.8,21395193.25,87609721.73,1717.289,9026.55,1717.961,7033.666,2.209999993,14.09199999,3.194999997,10.97500001,-1.057000011,0.024999991,0.822999991,0.010000005,-4.960290838,0.085899416,24822741.07,1992.83,3.019999996,-0.110000014,21395186.29,21395188.84,-2.553772807,-0.008214343,-0.017316721
